reviews_sql_good_feedback,days_since_created,order_items_item_gross_margin_percentage,order_items_gross_margin,products_brand,products_category,products_department,products_retail_price,distribution_centers_name
Yes,75,0.80035116675543871,54.423879339369833,Gildan,Active,Men,34.9900016784668,Memphis TN
No,32,0.4749624595445982,13.294199133943025,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,97,0.527980263757136,19.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,88,0.16817479627047766,3.5299889352251697,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,168,0.76754079757673865,57.649989774458568,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,117,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,101,0.5634997291026751,22.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,141,0.74323513476627945,50.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,101,0.70899981940178347,42.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,55,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,133,0.41702803368545305,12.489989927046459,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,157,0.56339059507230294,22.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,22,0.24086909409160895,5.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,111,0.76754079757673865,57.649989774458568,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,85,0.41132802003650676,12.199989011519115,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,62,-0.74774887246456112,-7.47001106477483,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,107,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,74,-1.8764432194594383,-11.390010664231617,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,109,0.37620539554597182,10.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,122,0.70895131943028089,42.5299908425738,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,60,0.85449990970089162,102.539989164107,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,161,0.351892706393231,9.4799896981646228,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,160,0.49324825389051241,14.30419936282486,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
Yes,75,0.18373018540885688,3.9299885537554431,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,105,0.67660658838511034,36.5299908425738,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,98,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,146,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,53,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,97,-1.054118921869764,-8.9600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,131,0.75749984950148619,54.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,167,-0.94432201847806019,-8.4800112936566663,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,123,0.91043851700839729,177.48998611234919,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,125,0.66901351053761626,29.704200888703767,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,175,0.66176331718539749,35.735219128011465,Levi's,Jeans,Women,34.9900016784668,Los Angeles CA
Yes,176,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,153,0.76754079757673865,57.649989774458568,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,70,0.75408435442404231,53.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,61,0.74877682250513677,52.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,94,-0.19671080557158444,-2.8700106833051038,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,34,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,171,-1.7238707100659407,-11.050010988480885,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,137,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,122,0.62660368984973691,29.299987485640209,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,96,-0.7460010835892994,-7.4600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,108,0.83350590908838562,100.02070909060627,Levi's,Jeans,Women,34.9900016784668,Los Angeles CA
No,100,0.21983862865815579,4.9199883248736072,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,150,0.56339059507230294,22.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,90,-0.75477499201907161,-7.5100110266278577,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,68,0.56339059507230294,22.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,104,0.080568138686980151,1.5299889352251697,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,157,0.40813522590193241,12.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,168,0.4178055695516264,12.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,60,0.48631921230665348,16.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,88,0.69558698546685771,41.735219128011465,Levi's,Jeans,Women,34.9900016784668,Los Angeles CA
Yes,101,0.65072994099510306,32.5299908425738,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,95,0.67056583328503783,35.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,88,0.50100000004749745,17.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,95,-0.24803510518552971,-3.4700110647748303,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,58,0.51499969900297238,18.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,169,-0.16400072239286628,-2.4600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,21,0.32820273221796126,8.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,116,0.62043454704580447,28.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,66,-0.49230864278019482,-5.7600110266278577,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,139,-0.2516136971053306,-3.5100110266278577,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,176,0.30132008820295575,7.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,104,0.727187330689172,46.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,162,0.55046316253091876,21.379989316694896,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,176,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,139,0.41216797451299442,10.30419936282486,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,160,-0.24803510518552971,-3.4700110647748303,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,23,0.86141748446751965,108.52998702787653,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,147,-1.8764432194594383,-11.390010664231617,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,39,0.63624977425222928,30.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,145,-0.09125067724331215,-1.4600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,114,0.49391272939440595,17.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,39,0.6911372507885597,39.069987943403881,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,67,0.60675652621957044,26.939990689985912,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,120,-0.45621444280183732,-5.47001106477483,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,152,-1.4210544022361791,-8.6258004655137626,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,44,0.76754079757673865,57.649989774458568,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,178,0.698965330415638,40.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,143,0.854439255688961,102.48998611234919,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,170,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,154,-0.33588456339499689,-4.3900111410687757,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,63,0.727187330689172,46.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,85,0.37126357406984878,10.309989621870677,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,50,0.029999398005944755,0.53998916410700559,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,132,-1.5014342103412497,-10.480010816819508,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,132,0.70875712070571628,42.489989927046459,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,151,0.61191353224043687,27.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,92,-1.1879712774637536,-9.4800108168195081,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,138,0.5688886213359754,23.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,93,-0.55200096319048841,-6.2100108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,49,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,67,0.65079978328214017,32.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,176,0.078633177873861163,1.2541991720899972,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,36,0.54052603063439486,20.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,36,-0.7460010835892994,-7.4600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,123,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,118,0.727187330689172,46.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,129,0.27249954850445857,6.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,173,0.70895131943028089,42.5299908425738,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,107,-1.0022947593145195,-8.7400105688641858,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,91,0.75408435442404231,53.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,82,0.76719985552142678,57.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,80,0.70655443973289089,42.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,126,0.67666646600198155,36.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,29,0.50100000004749745,17.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,153,-0.74774887246456112,-7.47001106477483,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,99,-0.09125067724331215,-1.4600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,139,0.60426085089329085,26.659988095991771,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,68,0.1265627295744412,2.5299889352251697,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,147,-0.16477725833818224,-2.4700110647748303,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,105,0.20600222748409902,4.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,92,0.4178055695516264,12.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,100,0.56295342922520841,22.489989927046459,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,92,0.63624977425222928,30.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,105,0.56339059507230294,22.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,165,-0.8998924519172572,-8.2700112555096936,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,166,0.78385381270791055,64.080049188871683,Levi's,Jeans,Women,34.9900016784668,Los Angeles CA
No,51,0.76754079757673865,57.649989774458568,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,142,0.81619105981101947,77.52998702787653,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,85,0.70895131943028089,42.5299908425738,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,71,0.4411008014143768,13.77998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,139,0.70899981940178347,42.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,39,0.54052603063439486,20.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,22,0.56339059507230294,22.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,41,0.4178055695516264,12.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,140,0.60675652621957044,26.939990689985912,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,90,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,176,0.1221713739729981,2.4299885537554431,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,91,0.74323513476627945,50.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,60,0.65072994099510306,32.5299908425738,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,43,0.63251312777292756,25.294201041291657,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,102,-0.24803510518552971,-3.4700110647748303,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,133,-0.2471436311352139,-3.4600108358929944,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,103,0.78169529753615152,62.5199925210406,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,139,0.45437466137834392,14.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,101,0.4450196969612854,16.020709090606275,Levi's,Jeans,Women,34.9900016784668,Los Angeles CA
No,121,0.39772297434483389,11.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,120,0.527980263757136,19.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,110,0.30159956656428022,7.5399891641070056,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,115,0.59385880078626474,25.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,114,-0.34411171235841037,-4.47001106477483,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,112,0.70875712070571628,42.489989927046459,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,160,0.85447565971514039,102.51999252104059,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,99,-0.32394595784953484,-3.595800255705413,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,165,-0.94432201847806019,-8.4800112936566663,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,153,0.30132008820295575,7.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,100,-1.497855709242746,-10.47001106477483,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,175,0.70655443973289089,42.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,138,0.5183445286650209,18.789989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,135,0.62043454704580447,28.539989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,173,0.23755409926886359,5.439988782637279,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,84,0.46276889735713861,15.039989164107006,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,106,0.37620539554597182,10.52998893522517,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,156,0.47868746510236931,13.494199896882478,Levi's,Skirts,Women,34.9900016784668,Los Angeles CA
No,83,0.12481152039212158,2.4899899270464587,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
No,57,0.527980263757136,19.529990842573802,Levi's,Shorts,Men,34.9900016784668,Los Angeles CA
Yes,74,0.6612732614039899,39.3457590535374,Ralph Lauren,Tops & Tees,Men,34.9900016784668,Savannah GA
No,91,-0.82391317634197014,-9.1042407557277372,Ralph Lauren,Tops & Tees,Men,34.9900016784668,Savannah GA
Yes,76,0.32796795264159623,9.8357588246555636,Ralph Lauren,Tops & Tees,Men,34.9900016784668,Savannah GA
Yes,160,0.55202844644238225,24.835760732004196,Ralph Lauren,Tops & Tees,Men,34.9900016784668,Savannah GA
No,106,-0.13788624875562716,-2.2048010860428207,Ralph Lauren,Tops & Tees,Men,34.9900016784668,Savannah GA
Yes,152,0.53700927247614,21.475001707673073,Columbia,Tops & Tees,Men,35.0,Port Authority of New York/New Jersey NY/NJ
Yes,107,0.61577895983247177,24.625001637265086,Fruit of the Loom,Underwear,Men,35.0,Savannah GA
Yes,84,0.38539999835193156,9.63499995879829,Fruit of the Loom,Underwear,Men,35.0,Savannah GA
Yes,103,0.5783391394709213,24.284461437107026,Vans,Fashion Hoodies & Sweatshirts,Men,35.270000457763672,Philadelphia PA
Yes,113,0.29177839034560921,7.2944597586402296,Vans,Fashion Hoodies & Sweatshirts,Men,35.270000457763672,Philadelphia PA
Yes,126,0.62420058587978944,31.428498546592891,Nike,Tops & Tees,Men,35.5,Philadelphia PA
Yes,92,0.74808281488789574,56.18850068282336,Nike,Tops & Tees,Men,35.5,Philadelphia PA
Yes,105,-0.82949171319676762,-8.6515988217830682,Tommy Hilfiger,Shorts,Women,35.599998474121094,Memphis TN
No,123,0.72174235679072274,38.93800069950521,ASICS,Active,Women,36.0,Memphis TN
No,176,0.48038584651858784,13.44599973410368,Columbia,Active,Men,36.0,Port Authority of New York/New Jersey NY/NJ
No,55,-0.25704411587155612,-2.9740003421902657,Columbia,Active,Men,36.0,Port Authority of New York/New Jersey NY/NJ
Yes,71,0.61981236431262621,28.406001791357994,Hanes,Underwear,Men,36.0,Houston TX
No,70,0.50217142743723731,17.575999960303307,Hanes,Underwear,Men,36.0,Houston TX
Yes,163,-1.0867064962492619,-9.0739996582269669,Hanes,Underwear,Men,36.0,Houston TX
Yes,40,0.78479563436317457,58.946000576019287,Hanes,Underwear,Men,36.0,Houston TX
Yes,119,0.45549999875947833,14.575999960303307,Hanes,Underwear,Men,36.0,Houston TX
Yes,70,0.20763982623676469,4.5659997314214706,Hanes,Underwear,Men,36.0,Houston TX
Yes,118,0.30303999841213225,7.5759999603033066,Hanes,Underwear,Men,36.0,Houston TX
Yes,131,0.54147368316587652,20.575999960303307,Hanes,Underwear,Men,36.0,Houston TX
Yes,99,0.48722777297159531,16.555999502539635,Hanes,Underwear,Men,36.0,Houston TX
No,157,0.031999997794628143,0.57599996030330658,Hanes,Underwear,Men,36.0,Houston TX
Yes,158,0.56429109006317191,22.566001638770103,Hanes,Underwear,Men,36.0,Houston TX
Yes,169,-0.24546106681630514,-3.4340002685785294,Hanes,Underwear,Men,36.0,Houston TX
Yes,130,0.24431975242810214,5.2259993553161621,Hanes,Underwear,Men,36.0,Houston TX
Yes,120,0.56429109006317191,22.566001638770103,Hanes,Underwear,Men,36.0,Houston TX
Yes,145,-0.5612903474848292,-6.264000192284584,Hanes,Underwear,Men,36.0,Houston TX
Yes,142,0.21342754202232878,3.6239995658397675,Hanes,Socks & Hosiery,Women,36.0,Houston TX
Yes,145,0.51188235182095976,17.403999961912632,Hanes,Underwear,Men,36.0,Houston TX
Yes,96,0.74376470529857808,50.575999960303307,Hanes,Underwear,Men,36.0,Houston TX
No,63,0.75594117591047993,51.403999961912632,Hanes,Underwear,Men,36.0,Houston TX
Yes,114,0.60756758016008239,26.976001486182213,Hanes,Underwear,Men,36.0,Houston TX
Yes,71,0.66779790683991214,35.02600072324276,Hanes,Underwear,Men,36.0,Houston TX
Yes,137,0.27369736532162675,6.5659997314214706,Hanes,Underwear,Men,36.0,Houston TX
Yes,122,-2.428925519602243,-11.755999885499477,Hanes,Underwear,Men,36.0,Houston TX
Yes,146,0.664727271957831,32.903999961912632,Hanes,Underwear,Men,36.0,Houston TX
Yes,85,0.63699999917298555,30.575999960303307,Hanes,Underwear,Men,36.0,Houston TX
Yes,55,0.77904406998766385,58.514000572264194,Hanes,Underwear,Men,36.0,Houston TX
Yes,71,0.91042415002721178,182.03930601954698,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,146,0.61063715372401728,28.089309071304797,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,154,0.85074424226087331,102.0893090713048,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,106,0.004961615072488712,0.089309071304796817,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,175,0.72014545423913745,46.0893090713048,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,97,-0.5140060054272777,-6.0806910049891485,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,88,0.37155470425630865,10.589309071304797,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
No,150,-0.19404606191301355,-2.9106909286952032,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,40,0.66832053835749627,36.0893090713048,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,174,0.29761996358058029,7.5893090713047968,Calvin Klein,Underwear,Men,36.330001831054688,Houston TX
Yes,146,0.30649999918416143,7.6624999796040356,Calvin Klein,Underwear,Men,36.5,Houston TX
Yes,64,0.75577205828363625,51.392499963287264,Calvin Klein,Underwear,Men,36.5,Houston TX
No,151,0.4903353329806559,19.608510788908006,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,152,0.5923701822088242,29.618509110441209,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,103,0.77342189652606785,69.824527874254883,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,125,-1.4193683562902937,-12.760121198182105,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,25,0.574942845354204,27.568509873380663,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,97,0.53053367151347719,23.86871077187449,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,65,0.718795223872207,53.988709703759255,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,166,0.72962973360331951,54.802489736275973,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,21,-0.056064545329615356,-1.1212909065923071,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,174,0.718795223872207,53.988709703759255,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,114,0.53845810341156419,23.907540613095314,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,172,0.71042310221599581,53.359879641051293,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,92,0.82275422847033131,94.608506974210741,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,118,0.5838813581044755,28.598508652677538,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,97,0.18474036441764838,4.6185091104412095,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,164,0.4903353329806559,19.608510788908006,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,51,0.72864477800643446,54.728509720792772,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,98,0.18474036441764838,4.6185091104412095,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,36,0.10993294083301001,2.608708635644021,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,50,0.58825270930184259,29.118509110441209,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,148,-0.13230504941993282,-2.3814908895587905,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,50,-1.4301811656782728,-12.800121160035133,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,102,0.48848537018050342,19.534530773424805,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,91,0.4903353329806559,19.608510788908006,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,52,0.31669019442544866,9.4975388583345719,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,127,0.51472640739145736,21.618509110441209,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,70,0.39582997307499251,14.249879030699731,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,86,-0.76157558880608522,-9.1312911354741431,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,129,0.21744012279710825,5.8687088645258569,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,159,0.718795223872207,53.988709703759255,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,74,0.47726365703608115,18.608510788908006,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,92,0.83008343969901643,99.5685060586834,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,133,0.18178116379832032,4.5445290949580084,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,114,-1.0381490889558791,-10.381490889558791,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,157,-2.3577414024982337,-14.311490717897414,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,106,0.72765982240954952,54.654529705309571,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,40,0.83556683024309,103.5685060586834,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,53,-0.35876605930391936,-5.3814908895587905,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,145,0.18474036441764838,4.6185091104412095,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,62,0.56877723348324982,27.858708635644021,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,39,0.23060796574932341,5.765199143733085,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,152,-0.54734736240721482,-7.4712912880620337,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,131,0.73595085047303233,58.868706957177224,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,126,0.011358137759078669,0.24987903069973072,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,79,0.32285725144844063,9.6824888970425746,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,150,-0.69987416835939209,-8.3914911184406265,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,67,0.66154148543207347,39.692489125924411,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,163,-0.69987416835939209,-8.3914911184406265,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,85,0.68038326710871888,43.544529094958008,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,129,-0.015883497078182558,-0.31751110295742535,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,59,0.45100000128149986,16.682490804391207,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,151,-1.55087502796092,-12.391491118440626,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
Yes,92,0.62942743837165838,34.618509110441209,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
No,110,0.6815392048506439,43.618509110441209,Levi's,Jeans,Women,36.9900016784668,Los Angeles CA
